source_column,import_id,question,semantic_score,response_label,n,pct_of_valid,wilson95_lower,wilson95_upper,valid_n
Q5_4,QID24_4,"ERC specifications: - Ambiguity and Interpretation: I have encountered cases where different developers, auditors, tools, wallets, or marketplaces interpret the same ERC requirement differently.",1,Strongly disagree,2,0.028985507246376812,0.007985202692364197,0.09966583763065553,69
Q5_4,QID24_4,"ERC specifications: - Ambiguity and Interpretation: I have encountered cases where different developers, auditors, tools, wallets, or marketplaces interpret the same ERC requirement differently.",2,Somewhat disagree,4,0.057971014492753624,0.02277238888037121,0.13979243357661653,69
Q5_4,QID24_4,"ERC specifications: - Ambiguity and Interpretation: I have encountered cases where different developers, auditors, tools, wallets, or marketplaces interpret the same ERC requirement differently.",3,Neither agree nor disagree,15,0.21739130434782608,0.13640766010620264,0.32818296408760916,69
Q5_4,QID24_4,"ERC specifications: - Ambiguity and Interpretation: I have encountered cases where different developers, auditors, tools, wallets, or marketplaces interpret the same ERC requirement differently.",4,Somewhat agree,23,0.3333333333333333,0.2335105070168671,0.4507352457128168,69
Q5_4,QID24_4,"ERC specifications: - Ambiguity and Interpretation: I have encountered cases where different developers, auditors, tools, wallets, or marketplaces interpret the same ERC requirement differently.",5,Strongly agree,25,0.36231884057971014,0.2589572436016878,0.4802022912619641,69
Q5_5,QID25_4,"ERC specifications: - Compatibility Risk: Ambiguities or missing details in ERC specifications can lead to compatibility issues across wallets, dApps, marketplaces, bridges, or other smart contracts.",1,Strongly disagree,3,0.043478260869565216,0.014895903896212308,0.12021202749379145,69
Q5_5,QID25_4,"ERC specifications: - Compatibility Risk: Ambiguities or missing details in ERC specifications can lead to compatibility issues across wallets, dApps, marketplaces, bridges, or other smart contracts.",2,Somewhat disagree,9,0.13043478260869565,0.07016627839603491,0.2296829993958729,69
Q5_5,QID25_4,"ERC specifications: - Compatibility Risk: Ambiguities or missing details in ERC specifications can lead to compatibility issues across wallets, dApps, marketplaces, bridges, or other smart contracts.",3,Neither agree nor disagree,24,0.34782608695652173,0.24618141928624354,0.4655212245104244,69
Q5_5,QID25_4,"ERC specifications: - Compatibility Risk: Ambiguities or missing details in ERC specifications can lead to compatibility issues across wallets, dApps, marketplaces, bridges, or other smart contracts.",4,Somewhat agree,19,0.2753623188405797,0.1839452163184169,0.390472972143331,69
Q5_5,QID25_4,"ERC specifications: - Compatibility Risk: Ambiguities or missing details in ERC specifications can lead to compatibility issues across wallets, dApps, marketplaces, bridges, or other smart contracts.",5,Strongly agree,14,0.2028985507246377,0.12489333067903491,0.31224040244779294,69
Q5_6(New)—-Q5_3(Old),QID25_3,ERC specifications: - I regularly verify my implementations against official standard specifications,1,Strongly disagree,0,0.0,0.0,0.09180986822558396,38
Q5_6(New)—-Q5_3(Old),QID25_3,ERC specifications: - I regularly verify my implementations against official standard specifications,2,Somewhat disagree,5,0.13157894736842105,0.05753867690120133,0.2732685944229131,38
Q5_6(New)—-Q5_3(Old),QID25_3,ERC specifications: - I regularly verify my implementations against official standard specifications,3,Neither agree nor disagree,17,0.4473684210526316,0.3014640099805125,0.6029370287800753,38
Q5_6(New)—-Q5_3(Old),QID25_3,ERC specifications: - I regularly verify my implementations against official standard specifications,4,Somewhat agree,14,0.3684210526315789,0.23384219247155955,0.5271604044299099,38
Q5_6(New)—-Q5_3(Old),QID25_3,ERC specifications: - I regularly verify my implementations against official standard specifications,5,Strongly agree,2,0.05263157894736842,0.014554208147292413,0.17285462131770377,38
Q6,QID44,"Security prioritisation: When selecting or implementing an ERC standard, I explicitly evaluate its security implications, including approval scope, signature/replay risks, receiver-hook behavior, dependency requirements, and interoperability impact, rather than choosing the standard based only on functionality, popularity, or gas efficiency.",1,Strongly disagree,0,0.0,3.469446951953614e-18,0.05273725818905173,69
Q6,QID44,"Security prioritisation: When selecting or implementing an ERC standard, I explicitly evaluate its security implications, including approval scope, signature/replay risks, receiver-hook behavior, dependency requirements, and interoperability impact, rather than choosing the standard based only on functionality, popularity, or gas efficiency.",2,Somewhat disagree,4,0.057971014492753624,0.02277238888037121,0.13979243357661653,69
Q6,QID44,"Security prioritisation: When selecting or implementing an ERC standard, I explicitly evaluate its security implications, including approval scope, signature/replay risks, receiver-hook behavior, dependency requirements, and interoperability impact, rather than choosing the standard based only on functionality, popularity, or gas efficiency.",3,Neither agree nor disagree,11,0.15942028985507245,0.09141824277768033,0.2633448171481954,69
Q6,QID44,"Security prioritisation: When selecting or implementing an ERC standard, I explicitly evaluate its security implications, including approval scope, signature/replay risks, receiver-hook behavior, dependency requirements, and interoperability impact, rather than choosing the standard based only on functionality, popularity, or gas efficiency.",4,Somewhat agree,25,0.36231884057971014,0.2589572436016878,0.4802022912619641,69
Q6,QID44,"Security prioritisation: When selecting or implementing an ERC standard, I explicitly evaluate its security implications, including approval scope, signature/replay risks, receiver-hook behavior, dependency requirements, and interoperability impact, rather than choosing the standard based only on functionality, popularity, or gas efficiency.",5,Strongly agree,29,0.42028985507246375,0.3110611534112484,0.5379259457203395,69
Q7,QID45,"Practice: When implementing ERC-based smart contracts, I often rely on existing deployed contracts, widely used code templates as implementation guides, rather than reading all specifications manually from scratch to implement.",1,Strongly disagree,1,0.014705882352941176,0.0026006835761068076,0.07870973128160871,68
Q7,QID45,"Practice: When implementing ERC-based smart contracts, I often rely on existing deployed contracts, widely used code templates as implementation guides, rather than reading all specifications manually from scratch to implement.",2,Somewhat disagree,6,0.08823529411764706,0.04106811531448934,0.17943769123145112,68
Q7,QID45,"Practice: When implementing ERC-based smart contracts, I often rely on existing deployed contracts, widely used code templates as implementation guides, rather than reading all specifications manually from scratch to implement.",3,Neither agree nor disagree,16,0.23529411764705882,0.15034491020295793,0.3485516797194324,68
Q7,QID45,"Practice: When implementing ERC-based smart contracts, I often rely on existing deployed contracts, widely used code templates as implementation guides, rather than reading all specifications manually from scratch to implement.",4,Somewhat agree,27,0.39705882352941174,0.28928700180280637,0.5158394498336787,68
Q7,QID45,"Practice: When implementing ERC-based smart contracts, I often rely on existing deployed contracts, widely used code templates as implementation guides, rather than reading all specifications manually from scratch to implement.",5,Strongly agree,18,0.2647058823529412,0.17449740669878908,0.38007733989889125,68
Q8,QID7,"When implementing ERC-based smart contracts, I explicitly verify that all mandatory standard dependencies are correctly implemented and semantically compatible. For example, ERC-721 and ERC-1155 rely on ERC-165 interface detection to support interoperability with wallets, marketplaces, and other contracts; therefore, missing or incorrect dependency implementation may cause compatibility failures or security-relevant integration errors.


Reference links :

https://eips.ethereum.org/EIPS/eip-1155,
https://eips.ethereum.org/EIPS/eip-721",1,Strongly disagree,0,0.0,0.0,0.05580153132285689,65
Q8,QID7,"When implementing ERC-based smart contracts, I explicitly verify that all mandatory standard dependencies are correctly implemented and semantically compatible. For example, ERC-721 and ERC-1155 rely on ERC-165 interface detection to support interoperability with wallets, marketplaces, and other contracts; therefore, missing or incorrect dependency implementation may cause compatibility failures or security-relevant integration errors.


Reference links :

https://eips.ethereum.org/EIPS/eip-1155,
https://eips.ethereum.org/EIPS/eip-721",2,Somewhat disagree,3,0.046153846153846156,0.015819840413512566,0.12713847263338832,65
Q8,QID7,"When implementing ERC-based smart contracts, I explicitly verify that all mandatory standard dependencies are correctly implemented and semantically compatible. For example, ERC-721 and ERC-1155 rely on ERC-165 interface detection to support interoperability with wallets, marketplaces, and other contracts; therefore, missing or incorrect dependency implementation may cause compatibility failures or security-relevant integration errors.


Reference links :

https://eips.ethereum.org/EIPS/eip-1155,
https://eips.ethereum.org/EIPS/eip-721",3,Neither agree nor disagree,11,0.16923076923076924,0.0972121812821161,0.2781642163622354,65
Q8,QID7,"When implementing ERC-based smart contracts, I explicitly verify that all mandatory standard dependencies are correctly implemented and semantically compatible. For example, ERC-721 and ERC-1155 rely on ERC-165 interface detection to support interoperability with wallets, marketplaces, and other contracts; therefore, missing or incorrect dependency implementation may cause compatibility failures or security-relevant integration errors.


Reference links :

https://eips.ethereum.org/EIPS/eip-1155,
https://eips.ethereum.org/EIPS/eip-721",4,Somewhat agree,29,0.4461538461538462,0.33169527476665517,0.5666218132219604,65
Q8,QID7,"When implementing ERC-based smart contracts, I explicitly verify that all mandatory standard dependencies are correctly implemented and semantically compatible. For example, ERC-721 and ERC-1155 rely on ERC-165 interface detection to support interoperability with wallets, marketplaces, and other contracts; therefore, missing or incorrect dependency implementation may cause compatibility failures or security-relevant integration errors.


Reference links :

https://eips.ethereum.org/EIPS/eip-1155,
https://eips.ethereum.org/EIPS/eip-721",5,Strongly agree,22,0.3384615384615385,0.2353350331209667,0.45961623084487946,65
Q9_1,QID10,"Dependency Impact: Correct implementation of EIP dependencies is essential for both interoperability and security. For example, ERC-2612 `permit` depends on EIP-712 domain-separated signing; incorrect construction of the signing domain can turn a compatibility issue into a replay or unauthorized-approval risk.",1,Strongly disagree,0,0.0,0.0,0.05580153132285689,65
Q9_1,QID10,"Dependency Impact: Correct implementation of EIP dependencies is essential for both interoperability and security. For example, ERC-2612 `permit` depends on EIP-712 domain-separated signing; incorrect construction of the signing domain can turn a compatibility issue into a replay or unauthorized-approval risk.",2,Somewhat disagree,0,0.0,0.0,0.05580153132285689,65
Q9_1,QID10,"Dependency Impact: Correct implementation of EIP dependencies is essential for both interoperability and security. For example, ERC-2612 `permit` depends on EIP-712 domain-separated signing; incorrect construction of the signing domain can turn a compatibility issue into a replay or unauthorized-approval risk.",3,Neither agree nor disagree,9,0.13846153846153847,0.07459090403153719,0.24268097246345166,65
Q9_1,QID10,"Dependency Impact: Correct implementation of EIP dependencies is essential for both interoperability and security. For example, ERC-2612 `permit` depends on EIP-712 domain-separated signing; incorrect construction of the signing domain can turn a compatibility issue into a replay or unauthorized-approval risk.",4,Somewhat agree,24,0.36923076923076925,0.2622939587407091,0.4907618263744998,65
Q9_1,QID10,"Dependency Impact: Correct implementation of EIP dependencies is essential for both interoperability and security. For example, ERC-2612 `permit` depends on EIP-712 domain-separated signing; incorrect construction of the signing domain can turn a compatibility issue into a replay or unauthorized-approval risk.",5,Strongly agree,32,0.49230769230769234,0.37463839458541426,0.6108354751272451,65
Q9_2(New)——-Q12(Old),QID11,How strongly do you agree or disagree : I often verify that all mandatory ERC dependencies are fully and correctly implemented before deployment.,1,Strongly disagree,4,0.11428571428571428,0.04535179333097357,0.2595146864621381,35
Q9_2(New)——-Q12(Old),QID11,How strongly do you agree or disagree : I often verify that all mandatory ERC dependencies are fully and correctly implemented before deployment.,2,Somewhat disagree,9,0.2571428571428571,0.14163027069060447,0.42069306843839166,35
Q9_2(New)——-Q12(Old),QID11,How strongly do you agree or disagree : I often verify that all mandatory ERC dependencies are fully and correctly implemented before deployment.,3,Neither agree nor disagree,9,0.2571428571428571,0.14163027069060447,0.42069306843839166,35
Q9_2(New)——-Q12(Old),QID11,How strongly do you agree or disagree : I often verify that all mandatory ERC dependencies are fully and correctly implemented before deployment.,4,Somewhat agree,9,0.2571428571428571,0.14163027069060447,0.42069306843839166,35
Q9_2(New)——-Q12(Old),QID11,How strongly do you agree or disagree : I often verify that all mandatory ERC dependencies are fully and correctly implemented before deployment.,5,Strongly agree,4,0.11428571428571428,0.04535179333097357,0.2595146864621381,35
Q9_3(New)—-Q9(Old),QID43,"Value of targeted function analysis :
Analysing specific targeted functions (e.g. batch transfers, approvals) for compliance and security is more valuable than running general vulnerability scans. Example being a targeted research for vulnerabilities on ""safeBatchTransferFrom"", ""setApprovalForAll"", etc...",1,Strongly disagree,0,0.0,0.0,0.09180986822558396,38
Q9_3(New)—-Q9(Old),QID43,"Value of targeted function analysis :
Analysing specific targeted functions (e.g. batch transfers, approvals) for compliance and security is more valuable than running general vulnerability scans. Example being a targeted research for vulnerabilities on ""safeBatchTransferFrom"", ""setApprovalForAll"", etc...",2,Somewhat disagree,1,0.02631578947368421,0.004660587685768783,0.1349487611595213,38
Q9_3(New)—-Q9(Old),QID43,"Value of targeted function analysis :
Analysing specific targeted functions (e.g. batch transfers, approvals) for compliance and security is more valuable than running general vulnerability scans. Example being a targeted research for vulnerabilities on ""safeBatchTransferFrom"", ""setApprovalForAll"", etc...",3,Neither agree nor disagree,12,0.3157894736842105,0.1908460367559618,0.4745575989060954,38
Q9_3(New)—-Q9(Old),QID43,"Value of targeted function analysis :
Analysing specific targeted functions (e.g. batch transfers, approvals) for compliance and security is more valuable than running general vulnerability scans. Example being a targeted research for vulnerabilities on ""safeBatchTransferFrom"", ""setApprovalForAll"", etc...",4,Somewhat agree,18,0.47368421052631576,0.32479023322526057,0.6274102861550331,38
Q9_3(New)—-Q9(Old),QID43,"Value of targeted function analysis :
Analysing specific targeted functions (e.g. batch transfers, approvals) for compliance and security is more valuable than running general vulnerability scans. Example being a targeted research for vulnerabilities on ""safeBatchTransferFrom"", ""setApprovalForAll"", etc...",5,Strongly agree,7,0.18421052631578946,0.09221765185221271,0.334188580711314,38
Q10,QID12,"I have intentionally implemented a partial ERC specification when certain functions, events, interfaces, or dependency requirements were unnecessary for my use case, after assessing that the deviation would not break interoperability or introduce security risks.",1,Strongly disagree,6,0.09230769230769231,0.042995089611340964,0.1871200051596039,65
Q10,QID12,"I have intentionally implemented a partial ERC specification when certain functions, events, interfaces, or dependency requirements were unnecessary for my use case, after assessing that the deviation would not break interoperability or introduce security risks.",2,Somewhat disagree,12,0.18461538461538463,0.1088887198826552,0.29553993833637765,65
Q10,QID12,"I have intentionally implemented a partial ERC specification when certain functions, events, interfaces, or dependency requirements were unnecessary for my use case, after assessing that the deviation would not break interoperability or introduce security risks.",3,Neither agree nor disagree,20,0.3076923076923077,0.20887031366921027,0.4279764291472733,65
Q10,QID12,"I have intentionally implemented a partial ERC specification when certain functions, events, interfaces, or dependency requirements were unnecessary for my use case, after assessing that the deviation would not break interoperability or introduce security risks.",4,Somewhat agree,22,0.3384615384615385,0.2353350331209667,0.45961623084487946,65
Q10,QID12,"I have intentionally implemented a partial ERC specification when certain functions, events, interfaces, or dependency requirements were unnecessary for my use case, after assessing that the deviation would not break interoperability or introduce security risks.",5,Strongly agree,5,0.07692307692307693,0.03330350149516352,0.1677593327011,65
Q11_1,QID48_1,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Dependency Discoverability: I find it easy to identify which ERC standards, interfaces, extensions, or EIPs my contract must support in order to remain compliant and interoperable.",1,Strongly disagree,1,0.015625,0.002763541923337505,0.08334101600094265,64
Q11_1,QID48_1,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Dependency Discoverability: I find it easy to identify which ERC standards, interfaces, extensions, or EIPs my contract must support in order to remain compliant and interoperable.",2,Somewhat disagree,14,0.21875,0.13502319406719474,0.3343278395662582,64
Q11_1,QID48_1,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Dependency Discoverability: I find it easy to identify which ERC standards, interfaces, extensions, or EIPs my contract must support in order to remain compliant and interoperable.",3,Neither agree nor disagree,16,0.25,0.16014926530970577,0.36816276458669694,64
Q11_1,QID48_1,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Dependency Discoverability: I find it easy to identify which ERC standards, interfaces, extensions, or EIPs my contract must support in order to remain compliant and interoperable.",4,Somewhat agree,26,0.40625,0.2945690924971961,0.5285479187139549,64
Q11_1,QID48_1,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Dependency Discoverability: I find it easy to identify which ERC standards, interfaces, extensions, or EIPs my contract must support in order to remain compliant and interoperable.",5,Strongly agree,7,0.109375,0.05400113344416797,0.20898641326896122,64
Q11_2,QID48_2,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Interoperability Failures: I have encountered interoperability issues due to missing ERC dependencies.",1,Strongly disagree,3,0.046875,0.016069016786292974,0.12899653740093686,64
Q11_2,QID48_2,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Interoperability Failures: I have encountered interoperability issues due to missing ERC dependencies.",2,Somewhat disagree,12,0.1875,0.11064643172948806,0.29974360564101526,64
Q11_2,QID48_2,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Interoperability Failures: I have encountered interoperability issues due to missing ERC dependencies.",3,Neither agree nor disagree,17,0.265625,0.17296379074222612,0.38482873728565137,64
Q11_2,QID48_2,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Interoperability Failures: I have encountered interoperability issues due to missing ERC dependencies.",4,Somewhat agree,21,0.328125,0.22570557904469185,0.45000894150908505,64
Q11_2,QID48_2,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Interoperability Failures: I have encountered interoperability issues due to missing ERC dependencies.",5,Strongly agree,11,0.171875,0.09877742301244645,0.282132116226582,64
Q11_3,QID48_3,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Multi-Chain Deployment: I have deployed or integrated ERC-based smart contracts across multiple EVM-compatible chains, where differences in chainId, infrastructure, or ecosystem assumptions can affect compatibility and security.",1,Strongly disagree,8,0.125,0.06472242663330453,0.22774561821129946,64
Q11_3,QID48_3,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Multi-Chain Deployment: I have deployed or integrated ERC-based smart contracts across multiple EVM-compatible chains, where differences in chainId, infrastructure, or ecosystem assumptions can affect compatibility and security.",2,Somewhat disagree,7,0.109375,0.05400113344416797,0.20898641326896122,64
Q11_3,QID48_3,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Multi-Chain Deployment: I have deployed or integrated ERC-based smart contracts across multiple EVM-compatible chains, where differences in chainId, infrastructure, or ecosystem assumptions can affect compatibility and security.",3,Neither agree nor disagree,11,0.171875,0.09877742301244645,0.282132116226582,64
Q11_3,QID48_3,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Multi-Chain Deployment: I have deployed or integrated ERC-based smart contracts across multiple EVM-compatible chains, where differences in chainId, infrastructure, or ecosystem assumptions can affect compatibility and security.",4,Somewhat agree,23,0.359375,0.25288402291451745,0.48179149390220904,64
Q11_3,QID48_3,"Dependency Management and Interoperability :
Please indicate your level of agreement with the following statements. - Multi-Chain Deployment: I have deployed or integrated ERC-based smart contracts across multiple EVM-compatible chains, where differences in chainId, infrastructure, or ecosystem assumptions can affect compatibility and security.",5,Strongly agree,15,0.234375,0.1474989559392414,0.35133257582568644,64
Q11_4(New)———Q14_4(Old),QID48_4,"Dependency Management and Interoperability : - The current tooling (specification documents, tools) adequately supports developers in ERC dependency management where dependencies are clearly organised with mandatory specifications.",1,Strongly disagree,3,0.08823529411764706,0.030465943674648555,0.22960486562808868,34
Q11_4(New)———Q14_4(Old),QID48_4,"Dependency Management and Interoperability : - The current tooling (specification documents, tools) adequately supports developers in ERC dependency management where dependencies are clearly organised with mandatory specifications.",2,Somewhat disagree,7,0.20588235294117646,0.10349526899031913,0.36798388051163594,34
Q11_4(New)———Q14_4(Old),QID48_4,"Dependency Management and Interoperability : - The current tooling (specification documents, tools) adequately supports developers in ERC dependency management where dependencies are clearly organised with mandatory specifications.",3,Neither agree nor disagree,13,0.38235294117647056,0.23900183324508897,0.549589826555693,34
Q11_4(New)———Q14_4(Old),QID48_4,"Dependency Management and Interoperability : - The current tooling (specification documents, tools) adequately supports developers in ERC dependency management where dependencies are clearly organised with mandatory specifications.",4,Somewhat agree,9,0.2647058823529412,0.14601190677211745,0.43117141282944665,34
Q11_4(New)———Q14_4(Old),QID48_4,"Dependency Management and Interoperability : - The current tooling (specification documents, tools) adequately supports developers in ERC dependency management where dependencies are clearly organised with mandatory specifications.",5,Strongly agree,2,0.058823529411764705,0.016282655210122746,0.19093606904280996,34
Q12_1,QID65_8,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Specification Comprehension Gap: I find it difficult to determine from the EIP specifications alone whether a signature-based authorization implementation correctly handles ECDSA signatures, nonce usage, deadline checks, DOMAIN_SEPARATOR construction, and replay protection.",1,Strongly disagree,5,0.07462686567164178,0.03229604916632263,0.16309036792776987,67
Q12_1,QID65_8,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Specification Comprehension Gap: I find it difficult to determine from the EIP specifications alone whether a signature-based authorization implementation correctly handles ECDSA signatures, nonce usage, deadline checks, DOMAIN_SEPARATOR construction, and replay protection.",2,Somewhat disagree,18,0.26865671641791045,0.17722204912469192,0.3851810899966566,67
Q12_1,QID65_8,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Specification Comprehension Gap: I find it difficult to determine from the EIP specifications alone whether a signature-based authorization implementation correctly handles ECDSA signatures, nonce usage, deadline checks, DOMAIN_SEPARATOR construction, and replay protection.",3,Neither agree nor disagree,12,0.1791044776119403,0.10553591339881956,0.28747489247918,67
Q12_1,QID65_8,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Specification Comprehension Gap: I find it difficult to determine from the EIP specifications alone whether a signature-based authorization implementation correctly handles ECDSA signatures, nonce usage, deadline checks, DOMAIN_SEPARATOR construction, and replay protection.",4,Somewhat agree,25,0.373134328358209,0.2671815998117198,0.49284592809353583,67
Q12_1,QID65_8,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Specification Comprehension Gap: I find it difficult to determine from the EIP specifications alone whether a signature-based authorization implementation correctly handles ECDSA signatures, nonce usage, deadline checks, DOMAIN_SEPARATOR construction, and replay protection.",5,Strongly agree,7,0.1044776119402985,0.05153769768782859,0.20031283048738022,67
Q12_2,QID65_1,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - When constructing signature-based authorisation, I understand the complete flow from off-chain signature generation to on-chain verification and state update, including how permit, approve, transferFrom, and operator-based approvals interact.",1,Strongly disagree,0,0.0,0.0,0.14311661845042686,23
Q12_2,QID65_1,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - When constructing signature-based authorisation, I understand the complete flow from off-chain signature generation to on-chain verification and state update, including how permit, approve, transferFrom, and operator-based approvals interact.",2,Somewhat disagree,5,0.21739130434782608,0.09663978026586204,0.4190348301626401,23
Q12_2,QID65_1,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - When constructing signature-based authorisation, I understand the complete flow from off-chain signature generation to on-chain verification and state update, including how permit, approve, transferFrom, and operator-based approvals interact.",3,Neither agree nor disagree,0,0.0,0.0,0.14311661845042686,23
Q12_2,QID65_1,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - When constructing signature-based authorisation, I understand the complete flow from off-chain signature generation to on-chain verification and state update, including how permit, approve, transferFrom, and operator-based approvals interact.",4,Somewhat agree,8,0.34782608695652173,0.1881127593879773,0.55109664622737,23
Q12_2,QID65_1,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - When constructing signature-based authorisation, I understand the complete flow from off-chain signature generation to on-chain verification and state update, including how permit, approve, transferFrom, and operator-based approvals interact.",5,Strongly agree,10,0.43478260869565216,0.25634635325674215,0.6318862491498354,23
