source_column,import_id,question,reverse_worded_for_construct_scoring,valid_n,missing_n,missing_pct,n_1,pct_1,n_2,pct_2,n_3,pct_3,n_4,pct_4,n_5,pct_5,disagree_n,disagree_pct,disagree_wilson95_lower,disagree_wilson95_upper,neutral_n,neutral_pct,agree_n,agree_pct,agree_wilson95_lower,agree_wilson95_upper,agreement_balance_pp,mean,sample_sd,mean_ci95_lower,mean_ci95_upper,median,q1,q3,iqr,mode,min,max
Q12_5,QID65_4,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I understand that signatures or off-chain authorizations may become replayable across chains, contracts, versions, proxies, forks, or deployment contexts if the domain separator is missing, incomplete, stale, or incorrectly constructed.",False,23,58,0.7160493827160493,1,0.043478260869565216,2,0.08695652173913043,1,0.043478260869565216,11,0.4782608695652174,8,0.34782608695652173,3,0.13043478260869565,0.04537659093631238,0.32127482270095964,1,0.043478260869565216,19,0.8260869565217391,0.6286235235977385,0.9302134643693744,69.56521739130434,4.0,1.087114613009218,3.529896388835738,4.470103611164262,4.0,4.0,5.0,1.0,4,1.0,5.0
Q12_6,QID65_6,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Replay Risk: I know the risks involved with cached stored domain separators, incorrect chainId and verifyingContract and its impact will lead to cross-chain and contract replay attacks and loss of money.",False,23,58,0.7160493827160493,1,0.043478260869565216,4,0.17391304347826086,1,0.043478260869565216,7,0.30434782608695654,10,0.43478260869565216,5,0.21739130434782608,0.09663978026586204,0.4190348301626401,1,0.043478260869565216,17,0.7391304347826086,0.5352999516257462,0.8745138395501366,52.17391304347826,3.9130434782608696,1.276110691916542,3.361211833891092,4.464875122630647,4.0,3.5,5.0,1.5,5,1.0,5.0
Q12_7,QID65_2,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I often consider how wallets, marketplaces, bridges, relayers, and other external protocols interpret the signed message, displayed signing fields, approval scope, and resulting authorisation effect.",False,23,58,0.7160493827160493,1,0.043478260869565216,2,0.08695652173913043,2,0.08695652173913043,7,0.30434782608695654,11,0.4782608695652174,3,0.13043478260869565,0.04537659093631238,0.32127482270095964,2,0.08695652173913043,18,0.782608695652174,0.5809651698373599,0.9033602197341379,65.21739130434783,4.086956521739131,1.164358718478306,3.583450054530413,4.5904629889478485,4.0,4.0,5.0,1.0,5,1.0,5.0
Q12_8,QID65_7,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Mitigation: I would benefit from automated tools or audit checklists that specifically verify signature construction correctness, including domain separator fields, nonce/deadline handling, wallet interpretation, proxy behaviour, and replay resistance.",False,23,58,0.7160493827160493,1,0.043478260869565216,2,0.08695652173913043,2,0.08695652173913043,6,0.2608695652173913,12,0.5217391304347826,3,0.13043478260869565,0.04537659093631238,0.32127482270095964,2,0.08695652173913043,18,0.782608695652174,0.5809651698373599,0.9033602197341379,65.21739130434783,4.130434782608695,1.179535649239177,3.6203653183877984,4.640504246829592,5.0,4.0,5.0,1.0,5,1.0,5.0
Q13_1,QID30_2,"ERC Specifications and Security Considerations : - Security vs Gas Optimisation: When implementing ERC standards, I prioritise specification correctness and security-preserving behaviour over gas optimisation when these goals conflict.",False,62,19,0.2345679012345679,3,0.04838709677419355,6,0.0967741935483871,14,0.22580645161290322,20,0.3225806451612903,19,0.3064516129032258,9,0.14516129032258066,0.07829411405317006,0.25343393711554596,14,0.22580645161290322,39,0.6290322580645161,0.5045796412346053,0.7384283401585889,48.38709677419355,3.7419354838709675,1.1442727502291465,3.4513446164716295,4.032526351270305,4.0,3.0,5.0,2.0,4,1.0,5.0
Q13_2,QID30_4,"ERC Specifications and Security Considerations : - Incorrect Standard Implementation: I have encountered, audited, or fixed security vulnerabilities caused by incorrect, incomplete, or inconsistent implementation of ERC standard requirements.",False,62,19,0.2345679012345679,6,0.0967741935483871,10,0.16129032258064516,19,0.3064516129032258,15,0.24193548387096775,12,0.1935483870967742,16,0.25806451612903225,0.1655487614162807,0.37881127347148014,19,0.3064516129032258,27,0.43548387096774194,0.31942588902489055,0.5590701202785123,17.741935483870968,3.274193548387097,1.230345211302132,2.9617443686951823,3.5866427280790116,3.0,2.25,4.0,1.75,3,1.0,5.0
Q13_3,QID49,"ERC Specifications and Security Considerations : - Batch Transfer Risk: ERC-1155 batch-transfer functions such as safeBatchTransferFrom introduce amplified risk because a single incorrectly implemented call may affect multiple token IDs, balances, receiver checks, and state updates within one transaction.",False,62,19,0.2345679012345679,1,0.016129032258064516,10,0.16129032258064516,21,0.3387096774193548,18,0.2903225806451613,12,0.1935483870967742,11,0.1774193548387097,0.10206437766005086,0.2904156688569637,21,0.3387096774193548,30,0.4838709677419355,0.36409859838245745,0.6055254039433933,30.64516129032258,3.4838709677419355,1.0361013856946588,3.220750483292425,3.746991452191446,3.0,3.0,4.0,1.0,3,1.0,5.0
Q13_4(New),QID30_1,Security Considerations : - I am aware of security pitfalls specific to each ERC standard I implement,False,34,47,0.5802469135802469,2,0.058823529411764705,8,0.23529411764705882,12,0.35294117647058826,9,0.2647058823529412,3,0.08823529411764706,10,0.29411764705882354,0.1683463067042242,0.4616890979471443,12,0.35294117647058826,12,0.35294117647058826,0.21487920594879492,0.5208603688021826,5.88235294117647,3.088235294117647,1.0550785424970928,2.7201009871585193,3.456369601076775,3.0,2.0,4.0,2.0,3,1.0,5.0
Q13_5(New),QID30_3,Security Considerations : - I use specific security tools for ERC standard compliance checking,False,34,47,0.5802469135802469,3,0.08823529411764706,4,0.11764705882352941,11,0.3235294117647059,13,0.38235294117647056,3,0.08823529411764706,7,0.20588235294117646,0.10349526899031913,0.36798388051163594,11,0.3235294117647059,16,0.47058823529411764,0.3145150447508847,0.6326328701993107,26.47058823529412,3.264705882352941,1.081772494129546,2.8872576153534966,3.6421541493523857,3.0,3.0,4.0,1.0,4,1.0,5.0
Q14_1,QID51,"Delegated Authorisation and Approval Propagation: Please indicate how much you agree or disagree:

When an owner grants approval to a spender or operator through mechanisms such as ERC-20 approve, ERC-2612 permit, or ERC-721/ERC-1155 setApprovalForAll, and this ""operator"" continues to provide further approvals to other operators with or without owners knowledge, do you agree that these delegated approvals authentic and valid cases?",False,63,18,0.2222222222222222,9,0.14285714285714285,15,0.23809523809523808,23,0.36507936507936506,14,0.2222222222222222,2,0.031746031746031744,24,0.38095238095238093,0.2711746846567971,0.5044136961976913,23,0.36507936507936506,16,0.25396825396825395,0.1628041127332116,0.3734118743660646,-12.698412698412698,2.761904761904762,1.0582134322539878,2.495397160287888,3.028412363521636,3.0,2.0,3.5,1.5,3,1.0,5.0
Q14_2(New)———Q17(Old),QID52,"Please indicate how much you agree or disagree with the following statements regarding the ""setApprovalForAll"" (used in ERC-721, ERC-1155) function and its associated security risks.


I agree that with the specific phishing risks associated with setApprovalForAll, where a malicious actor (unauthorised operator) can trick a user into signing an order that exploits their existing, broad approval",False,35,46,0.5679012345679012,0,0.0,2,0.05714285714285714,12,0.34285714285714286,11,0.3142857142857143,10,0.2857142857142857,2,0.05714285714285714,0.015813161857108654,0.1860705742016492,12,0.34285714285714286,21,0.6,0.435727090128925,0.7444927114061941,54.285714285714285,3.8285714285714287,0.9230930832457441,3.5114778600610226,4.145664997081835,4.0,3.0,5.0,2.0,3,2.0,5.0
Q15_1,QID69_1,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Gravity of Risk: I believe the security risks posed by approvals are a critical not just a theoretical or edge-case problem. Approval-based mechanisms can expose users to phishing or misleading authorisation risks when permissions are broad, persistent with no deadline, poorly scoped, or difficult for wallets to display clearly.",False,62,19,0.2345679012345679,2,0.03225806451612903,5,0.08064516129032258,10,0.16129032258064516,26,0.41935483870967744,19,0.3064516129032258,7,0.11290322580645161,0.05577863529399969,0.21519742052641772,10,0.16129032258064516,45,0.7258064516129032,0.6040746035801102,0.8211893638579796,61.29032258064516,3.8870967741935485,1.0418275038883722,3.622522128004707,4.15167142038239,4.0,3.0,5.0,2.0,4,1.0,5.0
Q15_2,QID69_2,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Protocol-Level Problem: I consider the current approval implementation to be a fundamental misunderstanding risk in the ERC-20/721/1155 standards that should be addressed at the protocol level, not just through user education.",False,63,18,0.2222222222222222,1,0.015873015873015872,6,0.09523809523809523,22,0.3492063492063492,21,0.3333333333333333,13,0.20634920634920634,7,0.1111111111111111,0.05487548662383722,0.21204655750082524,22,0.3492063492063492,34,0.5396825396825397,0.4178925188089537,0.6569113542395502,42.857142857142854,3.619047619047619,0.9743247691403358,3.3736671036383408,3.8644281344568974,4.0,3.0,4.0,1.0,3,1.0,5.0
Q15_3,QID69_3,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Mitigation - Time-Bound Approvals: Implementing an expiry mechanism for operator approvals (e.g., approveForAll(operator, expiryTimestamp)) would be a highly effective way to mitigate these risks.",False,63,18,0.2222222222222222,0,0.0,1,0.015873015873015872,24,0.38095238095238093,17,0.2698412698412698,21,0.3333333333333333,1,0.015873015873015872,0.002807494213869277,0.08458525459438397,24,0.38095238095238093,38,0.6031746031746031,0.47980918511657444,0.7146808848095354,58.730158730158735,3.9206349206349205,0.8853937943191975,3.6976513811915863,4.143618460078255,4.0,3.0,5.0,2.0,3,2.0,5.0
Q15_4,QID69_4,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Developer Responsibility: Smart contract developers building marketplaces or wallets have a responsibility to implement safeguards (e.g., clear warnings, default expiries) to protect users from this vulnerability.",False,63,18,0.2222222222222222,1,0.015873015873015872,2,0.031746031746031744,18,0.2857142857142857,12,0.19047619047619047,30,0.47619047619047616,3,0.047619047619047616,0.0163261688679956,0.13090967837906073,18,0.2857142857142857,42,0.6666666666666666,0.5436724114497559,0.7705038553539602,61.904761904761905,4.079365079365079,1.0207774914975238,3.8222855973327636,4.3364445613973945,4.0,3.0,5.0,2.0,5,1.0,5.0
Q16_1,QID54_5,"Smart Contract Development: Implementing Token Receiver Hooks - Implementation: ERC-721, ERC-1155, ERC-1363, ERC-777: I am aware and agree that for a smart contract to safely receive tokens, it MUST implement a tokensReceived, onERC1155BatchReceived, and onTransferReceived hook as a critical safeguard for the function.",False,63,18,0.2222222222222222,2,0.031746031746031744,3,0.047619047619047616,18,0.2857142857142857,16,0.25396825396825395,24,0.38095238095238093,5,0.07936507936507936,0.03437584717681855,0.17270309850904084,18,0.2857142857142857,40,0.6349206349206349,0.5114870970152784,0.7428460713496347,55.55555555555556,3.9047619047619047,1.0733469768527295,3.634442969294938,4.175080840228872,4.0,3.0,5.0,2.0,5,1.0,5.0
Q16_2,QID54_1,Smart Contract Development: Implementing Token Receiver Hooks - Risk - Re-entrancy: I agree that these receiver hooks introduce a major re-entrancy attack vector and must be designed with the checks-effects-interactions pattern in mind.,False,62,19,0.2345679012345679,0,0.0,2,0.03225806451612903,18,0.2903225806451613,22,0.3548387096774194,20,0.3225806451612903,2,0.03225806451612903,0.008891371499816635,0.11020469594985441,18,0.2903225806451613,42,0.6774193548387096,0.553680880928481,0.780455093487161,64.51612903225806,3.967741935483871,0.8677791880404786,3.747367285372455,4.188116585595287,4.0,3.0,5.0,2.0,4,2.0,5.0
Q16_3,QID54_2,Smart Contract Development: Implementing Token Receiver Hooks - Risk - Token Lock/Loss: I understand that failing to implement receiver hooks functions will result in transferred tokens being permanently locked and unrecoverable in the recipient contract for these standards.,False,61,20,0.24691358024691357,0,0.0,1,0.01639344262295082,20,0.32786885245901637,24,0.39344262295081966,16,0.26229508196721313,1,0.01639344262295082,0.002899730799299824,0.08718860044641587,20,0.32786885245901637,40,0.6557377049180327,0.5304974914056818,0.7625249103965454,63.934426229508205,3.901639344262295,0.8104508628491279,3.6940732404496526,4.109205448074937,4.0,3.0,5.0,2.0,4,2.0,5.0
Q16_4,QID54_3,"Smart Contract Development: Implementing Token Receiver Hooks - Development Diligence: In my own development, I meticulously check the token standard I am integrating and always implement the required receiver interface before deployment.",False,61,20,0.24691358024691357,2,0.03278688524590164,2,0.03278688524590164,16,0.26229508196721313,23,0.3770491803278688,18,0.29508196721311475,4,0.06557377049180328,0.02579370448956657,0.1568280167989577,16,0.26229508196721313,41,0.6721311475409836,0.5472180631353664,0.7766488020144636,60.65573770491803,3.8688524590163933,0.9912182712209183,3.6149896722436807,4.122715245789106,4.0,3.0,5.0,2.0,4,1.0,5.0
Q16_5(New)-Q21_4(Old),QID54_4,Smart Contract Development: Implementing Token Receiver Hooks - Testing: I rigorously test receiver hook implementations using fuzzers/invariants to simulate malicious token contracts and unexpected call paths.,False,33,48,0.5925925925925926,3,0.09090909090909091,1,0.030303030303030304,11,0.3333333333333333,12,0.36363636363636365,6,0.18181818181818182,4,0.12121212121212122,0.04816161309413558,0.2732550517107523,11,0.3333333333333333,18,0.5454545454545454,0.37985938536217456,0.7015706148612388,42.42424242424242,3.515151515151515,1.1214168527250503,3.117514389440936,3.9127886408620944,4.0,3.0,4.0,1.0,4,1.0,5.0
